,correct,wrong
651,سلام. دربارهی زندگی در شهر و زندگی در روستا، من همه را دوست دارم. چون من 15 سال پیش در روستا زندگی میکردم . آسمان روستا خیلی آبی است. و درختان خیلی زیادی دارد. مردم روستا خیلی خوب هستند. من با خانوادهام با هم در آنجا زندگی میکردیم -18. بعد از آن من در شهر زندگی می‌کنم. مردم شهر خیلی زیادتر از مردم روستا است. هوای شهر خوب نیست. چون در شهر کارخانه وجود دارد. و ماشین خیلی زیاد دارد. ولی کار زیاد زیادتر از روستا است. در شهر خیابانهای زیاد و قشنگی وجود دارد . بازار دارد، لباس قشنگ دارد. زندگی در شهر بهتر از زندگی در روستا است. اما من زندگی در روستا را دوست دارم. چون دوستم و خانوادهام در آنجا زندگی میکنند. اما کارمن در شهر است,سلام. دربارهی زندگی در شهر و زندگی در روستا، من همهی دوست دارم. چون من 15 سال بودم پیش در روستا زندگی کردم میکردم . هوای آسمان روستا خیلی آبی است. و درخت درختان خیلی زیادی دارد. مردم روستا خیلی خوب هستند. من با خانوادهام با هم در آنجا زندگی کردند میکردیم -18. بعد از آن من به در شهر زندگی می‌کنم. مردم شهر خیلی زیاد زیادتر از مردم روستا است. هوای شهر خوب نیست. چون در شهر کارخانه وجود دارد. و ماشین خیلی زیاد دارد. ولی کار زیاد زیادتر از روستا است. در شهر خیابان خیابانهای زیاد و قشنگی وجود است دارد . بازار دارد، لباس قشنگ دارد. زندگی در شهر خوب بهتر از زندگی در روستا است. اما من زندگی در روستا دوست دارم. چون دوستم و خانوادهام در آنجا زندگی میکنند. اما کارمن در شهر است
652,امروز جمعه است.من با خانوادهام به پارک میروم. پارک خیلی بزرگ است. من با پدرم و مادرم و برادر کوچکم خیلی خوشحال هستیم. ما روی زمین مینشینیم مادرم چایی درست می‌کند. پدرم به من قصه میگوید. برادر کوچک من کنار رودخانه بازی می‌کند. وسط پارک یک رودخانه وجود دارد. یک مرد با قایق روی رودخانه قایقسواری می‌کند.امروز ما خیلی خوشحال هستیم.,امروز جمعه است.من با خانوادهام به پارک میروم. پارک خیلی بزرگ است. من با پدرم و مادرم برادر کوچک خیلی خوشحال هستیم. ما روی زمین مینشینیم مادرم چایی درست می‌کند. پدرم به من قصه میگوید. برادر کوچک کنار رودخانه بازی می‌کند. وسط پارک یک رودخانه وجود دارد. یک مرد با قایق روی رودخانه سواری می‌کند.امروز ما خیلی خوشحال هستیم.
653,من پنگ فی مای هستم. در روستا زندگی می‌کنم. من شهر را دوست ندارم. چون شهر مردم خیلی زیادی دارد. در روستا مردم خیلی کم است. روستا هوا تمیز تر از شهر است. در روستا کاخ وجود ندارد. چون در روستا مردم پول ندارند. اما مردم روستا خیلی مهربان هستند. در روستا رودخانه و کوه وجود دارد. در شهر وجود ندارد. محیط روستا خیلی امن است. چون ترافیک ندارد. در روستا مردم هر روز صبح قدم میزنند. چون هوای روستا خیلی تمیز است. در شهر مردم صبح اصلا قدم نمیزنند. چون در شهر ماشین زیاد و کارخانه وجود دارد. هوا خیلی آلوده است. مردم روستایی امیدوارند پول دار بشوند. در شهر مردم هر روز میتوانند با تاکسی بروند. در روستا تاکسی ندارد. مردم همیشه با دوچرخه به بیرون میروند.,من پنگ فی مای هستم. در روستا زندگی می‌کنم. من شهر دوست ندارم. چون شهر مردم خیلی زیاد دارد. در روستا مردم خیلی کم است. روستا هوا تمیز تر از شهر است. در روستا کاخ ندارد. چون در روستا مردم پول ندارند. اما مردم روستا خیلی مهربان هستند. در روستا رودخانه و کوه دارد. در شهر ندارد. در محیط روستا خیلی امن است. چون ترافیک ندارد. در روستا مردم هر روز صبح قدم میزنند. چون هوای روستا خیلی تمیز است. در شهر مردم صبح اصلا قدم نمیزنند. چون در شهر ماشین زیاد و کارخانه دارد. هوا خیلی آلوده است. مردم روستایی امیدوارند پول دار بشوند. در شهر مردم هر روز میتوانند با تاکسی بروند. در روستا تاکسی ندارد. مردم همیشه با دوچرخه به بیرون میروند.
654,خانوادهام به صحرای میرود. من و برادرم و خواهرم و پدرم و مادرم با هم میرویم. من فکر می‌کنم. منظره خیلی خوب است. الان من و پدرم و مادرم با هم غذا و چای سیاه میخوریم. آها خواهرم در صحرا بازی می‌کند. برادرم در دریا قایقسواری می‌کند . الان من و پدرم و مادرم باهم حرف میزنیم. من فکر می‌کنم اینجا خیلی خوب است.,خانوادهام به صحرای میرود. من و برادرم و خواهرم و پدرم و مادرم با هم میرویم. من فکر می‌کنم. منظره خیلی خوب است. الان من و پدرم و مادرم با هم غذا و چای سیاه میخوریم. آها خواهرم در صحرا بازی می‌کند. برادرم در دریا سوار قایق میشود . الان من و پدرم و مادرم حرف میزنیم. من فکر می‌کنم اینجا خیلی خوب است.
655,به نام خدا. من ابراهیم هستم. من چینی هستم. من در روستای چین زندگی می‌کنم. من و برادرم و خواهرم و پدرم و مادرم باهم زندگی میکنیم. من فکر می‌کنم در روستای چین هوا آلوده نیست. الان در چین هوا خیلی آلوده شده است. من فکر می‌کنم هوا آلوده برای مردم سالم خیلی مفید نیست. به نظرم در روستا خیلی خوب زندگی می‌کنم. دیروز شنبه پدرم و مادرم و من با هم غذا خوردیم. پدرم تصمیم گرفت به کوه برویم. الان من و خانواده با هم سوار ماشین میشویم. من خیلی خوب هستم. برای من فکر می‌کنم منظره کوه خیلی زیبا است. من میخواهم منظره کوه را در زمستان ببینم . ظهر ما به موقع . پدرم و مادرم گفت و گو میکنند. مادرم در ماشین تلفن می‌کند. من و خواهرم در کوهستان بازی میکنیم. بعد از یک ساعت ما غذا میخوریم. من فکر می‌کنم غذا خیلی خوب است. غذا تمام میخوریم. ما شوار کوه میشویم. بعد از ساعت چهار به کوه برمیگردیم}؟. ما در داخل ماشین آواز میخوانیم. من فکر می‌کنم این کوه منظره زیبا دارد .,به نام خدا. من ابراهیم هستم. من چینی هستم. من در چین روستا زندگی می‌کنم. من و برادرم و خواهرم و پدرم و مادرم زندگی میکنیم. من فکر می‌کنم روستا چین هوا آلوده نیست. الان در چین هوا آلوده خیلی شده است. من فکر می‌کنم هوا آلوده برای مردم سالم خیلی مفید نیست. به نظر در روستا خیلی خوب زندگی می‌کنم. دیروز شنبه پدرم و مادرم من با هم غذا خوردیم. پدرم تصمیم گرفت به کوه برویم. الان من و خانواده با هم سوار ماشین میشویم. من خیلی خوب هستم. برای من فکر می‌کنم منظره کوه خیلی است. من میخواهم منظره زمستان میبینم . ظهر ما به موقع درآمدیم . پدرم و کوهستان مادرم گفت و گو میکنند. مادرم در ماشین تلفن می‌کند. من و خواهرم و کوچولو کوهستان بازی میکنیم. بعد از یک ساعت ما غذا میخوریم. من فکر می‌کنم غذا خیلی خوب است. غذا تمام میخوریم. ما شوار کوه میشویم. بعد از ساعت چهار به کوه در میگردیم برمیگردیم}؟. ما در داخل ماشین صدا آواز میخوانیم. من فکر می‌کنم این کوه منظره زیستان است دارد .
656,موسی ده سال دارد. امروز او با خانوادهاش کنار دریا چایی میخوردند. او یک خواهر دارد. خواهرش کنار خود او را بازی می‌کند. مادرش و پدرش از او میپرسند. گفت : نه دوست ندارم در دریا شنا کنم. بعد موسی میگوید که میخواهم مثل آن آقا در دریا قایقسواری کنم. بعد پدرش میگوید که : خودت در دریا قایق سواری کنی خطرناک است. موسی میخندد,موسی ده سال دارد. امروز او با خانوادهاش کنار دریا چایی میخوردند. او یک خواهر دارد. خواهرش کنار او خود را بازی می‌کند. مادرش و پدرش از او میپرسند. گفت : نه دوست ندارم در دریا شنا کنم. بعد موسی میگوید که میخواهم مثل آن آقا در دریا قایقسواری کنم. بعد پدرش میگوید که : خود را در دریا قایق سواری میکنی کنی خطرناک است. موسی میخند میخندد
657,من پمپ هستم. من در یک روستا به دنیا آمدم. امسال من بیست و یک سال دارم. وقتی که من هفت ساله بودم. با مادرم و پدرم به یک شهر رفتیم . بعد من با آنها در شهر زندگی میکردم . شهر من در جنوب چین است. اسمش کوم مین است. شهر من خیلی قشنگ است. و هوایش خیلی خوب است. شهر من مسجد قدیمی زیاد دارد. و مردم شهرم خیلی خوب هستند. آنها همیشه به همدیگر کمک میکنند . چرا شهر من هوا خوب است. شهر من در تابستان هوا گرم نیستو و در زمستان هوا سرد نیست. برف هنوز نیامده است. مثل هوای ایران نیست. هوای ایرانی برای بچه‌های چینی خیلی سخت است. که تابستان گرم است. و زمستان سرد است. شهر من با روستا فرق دارد. که مردم شهر زیادتر از مردم روستا است. و شهرم شلوغتر از روستا است. و شهرم قشنگتر از روستا است. هر شهرها به نظر من خوبتر از روستاها است.,من پمپ هستم. من در یک روستا به دنیا آمدم. امسال من بیست و یک سال دارم. وقتی که من هفت سال بودم. با مادرم و پدرم به یک شهر رفته ایم . بعد من با آنها در شهر زندگی میکردیم . شهر من در جنوبی چین است. اسمش کوم مین است. شهر من خیلی قشنگ است. و هوا خیلی خوب است. چرا به جون شهر من مسجد قدیمی زیاد دارد. و مردم شهرم خیلی خوب هستند. آنها همیشه به همدیگر کمک میکردند میکنند . چرا شهر من هوا خوب است. شهر من در تابستان هوا گرم نیستو و در زمستان هوا سرد نیست. برف هنوز نیامده است. مثل هوای ایرانی ایران نیست. هوای ایرانی برای بچه‌های چینی خیلی سخته سخت است. که تابستان گرم است. و زمستان سرد است. شهر من با روستا فرق دارد. که مردم شهر زیادتر از مردم روستا است. و شهرم شلوغتر از روستا است. و شهرم قشنگتر از روستا است. هر شهرها به نظر من خوبتر از هر روستاها است.
658,یکی بچه با مادر و پدرش صحبت می‌کند. آنها در کنار دریا هستند. آنها چای مینوشند و خیلی خوشحال هستند. بچه دیگر بازی می‌کند. این دریا خیلی قشنگ است. هوا خوب است. یک آقا در اون دریا بازی می‌کند. این خانواده بزرگ است.,یکی بچه به مادر و پدرش صحبت می‌کند. آنها در کنار دریای هستند. آنها چای مینوشند و خیلی خوشحال هستند. بچه دیگر بازی می‌کند. این دریای خیلی قشنگ است. هوا خوب است. یکی آقای در اون دریای بازی می‌کند. این خانواده بزرگ است.
659,من در چین در روستا زندگی میکردم اسم روستای من بوزی است. روستای من کوه دارد. و خیلی قشنگ است. اما الان من در یک شهر زندگی می‌کنم. اسم شهر قزوین است. سه ماه است که من به این شهر آمدهام.,من در چین در روستا زندگی کردم اسم روستا من بوزی است. روستا من کوه دارد. و خیلی قشنگ است. اما الان من در یک شهر زندگی می‌کنم. اسم شهر قزوین است. سه ماه است که من به شهر آمدهام.
660,من دوست دارم در روستا زندگی بکنم. برای من روستا راحت است. چون هوای روستا تمیزتر از شهر است. شهر شلوغتر از روستا است. چیز شهر همیشه گرانتر از روستا است. اما شهر هم خوب است. در شهر هواپیما وجود دارد. خیلی راحت است. اگر انتخاب می‌کنم بکنم روستا خوبتر است. بعد از یادگرفتن زبان فارسی، من شاید در شهر زندگی بکنم. بنابراین من هم شهر را دوست دارم در آینده.,من داشت دارم در روستا زندگی بکنم. برای من روستا راحت است. چون هوا روستا تمیزتر از شهر است. شهر شلوغتر از روستا است. چیز شهر همیشه گرانتر از روستا است. اما شهر هم خوب است. در شهر هواپیما وجود دارد. خیلی راحت است. اگر انتخاب می‌کنم روستا خوبتر است. بعد از یادگرفتن زبان فارسی، من شاید به شهر زندگی بکنم. بنابراین من هم شهر داشت دارم در آینده.
661,این خانواده جو است آنها در کنار دریاچه نشسته اند و صحبت میکنند . بچه با پدر صحبت می‌کند مادر در کنار نگاه می‌کند . پدر به بچهش قصه گفت. همسر به شوهر یک لیوان چای میدهد آنها خوشحال هستند . صحبت میکنند در روی زمین سه تا لیوان چای و یک قندون هستند. یکی دیگر از بچه‌ها در کنار آنها بازی می‌کند . یک تنها خوشحال بازی کن. توی دریاچه ماهی کشاورز است.,این خانواده جو آنها در کنار دریاچه بنشند و صحبت کنند . بچه با پدر صحبت کن. مادر در کنار نگاه کن . پدر مثل به بچهش چه قصه گفت. همسر به شوهر یک لیوان چای بدهد. میدهد آنها خوشحال هستند . صحبت کنند. در روی زمین سه تا لیوان چای و یک قند قندون هستند. یک یکی دیگر از بچه بچه‌ها در کنار آنها بازی کن . یک تنها خوشحال بازی کن. توی دریاچه ماهی کشاورز است.
662,اگر من در شهر زندگی بکنم. من خوشحال میشوم . چون من میخواهم درشهر زندگی بکنم. من در روستا به دنیا آمدم . زندگی در شهر من ممکن است خوب درس بخوانم. چون در روستا ممکن نیست. زندگی در شهر ترافیکی و بازار زیاد هستند. چون در روستا به بازار رفتم. خیلی دور بود ترافیک ندارد. ماشین زیاد نبود. بنابراین پیاده رفتم. در روستا زندگی من نمیخواهم. من میخواهم در شهر زندگی بکنم. چون من در شهر زندگی در آنجا من خوب بشوم. در روستا درس من خوب نیست. در مدرسه مدرسهی روستا آموزش خوب نیست. شهر از روستا امنتر است . در شهر پلیس خیلی زیاد است . در روستا نبود. مردم زندگی در شهر آنها زندگی خوب بودند. بنابراین من در شهر خوب بشوم.,اگر من در شهر زندگی بکنم. من خوشحال هستم . چون من میخواهم درشهر زندگی بکنم. من در روستا دنیا دادم . زندگی در شهر من ممکن خوب درسی بخوانم. چون در روستا ممکن نیست. زندگی در شهر ترافیکی و بازار خوب هستند. چون در روستا به بازار رفتم. خیلی دور بود ترافیک ندارد. ماشین زیاد نبود. بنابراین پیاده رفتم. در روستا زندگی من نمیخواهم. من میخواهم زندگی در شهر بکنم. چون من در شهر زندگی در آنجا من خوب بشوم. در روستا درسی من خوب نیست. در مدرسه روستا آموزش خوب نیست. در شهر از روستا امن امنتر دارد . در شهر پلیس خیلی زیاد بود . در روستا نبود. مردم زندگی در شهر آنها زندگی خوب بودند. بنابراین من در شهر خوب بشوم.
663,من حسن هستم. هفت سال دارم. در تابستان هوا خیلی خوب است من با خانواده به دریا سفر میرویم . خواهر کوچکم در کنار من بازی می‌کند. من با مادر و پدر صحبت می‌کنم. ما روی سفره چای دم میکنیم .,من حسن هستم. هفت سال دارم. در تابستان هوا خیلی خوب من با خانواده به دریای سفر میروند . خواهر کوچک در کنار بازی می‌کند. من با مادر و پدر صحبت می‌کنم. ما روی سفره چای تشب می‌کنم .
664,یکی از کارهایی که مردم در اوقات فراغت خود انجام میدهند.مسافرت کردن است. من معمولا برای سفر کردن به چه جاهایی مسافرت می‌کنم. کداموسیلهی نقلیه را ترجیح میدهیم دلیل خود را بنویسید. بیشتر با دوستان خود به سفر میروید. یا با خانواده چون دلیل خود را چرا سفر میروید. چه وسایلی را با خود میبرید؟ چون ایران روستا زند کنید یا در شهر کامل توضیح دهید. ایران غذا خیلی خوب دارد. دلیل خود را بنویسید. بیشتر با دوستان خود به سفر میروید یا با خانواده دارم. ایران غذا خوشمزه استو چه وسایلی را با خود میبرید. کامل توضیح دهید.,یکی از کارهایی که مردم در اوقات فراغت خود انجام میدهند.مسافرت کردن است. من معمولا برای سفر کردن به چه جاهایی مسافرت می‌کنم. کداموسیلهی نقلیه را ترجیح میدهیم دلیل خود را بنویسید. بیشتر با دوستان خود به سفر میروید. یا با خانواده چون دلیل خود را بنو سفر میروید. چه وسایلی را با خود میبرید؟ چون ایران روستا زند کنید یا در شهر کامل توضیح دهید. ایران غذا خیلی خوب دارد. دلیل خود را بنویسید. بیشتر با دوستان خود به سفر میروید یا با خانواده دارم. ایران غذا خوشمزه استو چه وسایلی را با خود میبرید. کامل توضیح دهید.
665,امروز تعطیل است. هوا خیلی خوب است. برای همین خانوادهها به کنار دریا مسافرت میکنند. وقتی که آنها به کنار دریا میروند، یک آقا در دریا قایقسواری می‌کند. پدر و مادر و پسر سفره روی فرش می نشینند. چای و غذا میخورند. آنها صحبت میکنند. آنها خیلی راحت هستند. یک بچه در کنار خاک بازی می‌کند.,امروز تعطیل است. هوا خیلی خوب است. برای همین خانوادهی به دریا کنار مسافرت میکنند. وقتی که آنها به دریا کنار میروند، یک آقا در دریا با قایق قایقسواری می‌کند. پدر و مادر و پسر سفره فرش روی روی فرش می نشینند. چای و غذا میخورند. آنها صحبت میکنند. آنها خیلی راحت هستند. یک بچه در کنار خاک بازی می‌کند.
666,من میخواهم در روستا زندگی بکنم. من روستا را دوست دارم. روستا خیلی زیاد تفاوت با شهر دارد. من دلیل زیاد دارم. هوای روستا تمیزتر از شهر است. هوای شهر کثیفتر از روستا است. شهر شلوغتر از روستا است. شهر ماشین خیلی زیاد دارد. روستا امنتر از شهر است. شهر ماشین خیلی زیاد دارد. روستا امنتر از شهر است. مردم روستا همیشه پیاده میروند . شهر آلودهتر از روستا است. آلوده دوست ندارم. چیزهای روستا ارزانتر از شهر است. زندگی در روستا آُان تر از شهر است. زندگی در شهر سختتر از روستا است. چون چیزهای شهر خیلی گران است. مردم روستا بهتر از شهر هستند. رانندگی در شهر خیلی بد است. در چین من در روستا زندگی میکردم . روستای چین خیلی قشنگ است. من دوست دارم در روستا زندگی کنم. چون من چین را دوست دارم. من دلیل دربست خود دارم برای این که من روستا را دوست دارم.,من میخواهم در روستا زندگی بکنم. من روستا دوست دارم. روستا خیلی زیاد تفاوت از شهر دارد. من دلیل خود زیاد دارم. هوای روستا تمیزتر از شهر است. هوای شهر کثیفتر از روستا است. شهر شلوغتر از روستا است. شهر ماشین خیلی زیاد دارد. روستا امنتر از شهر است. شهر ماشین خیلی زیاد دارد. روستا امنتر از شهر است. مردم روستا همیشه پیاده میکنند میروند . شهر آلودهتر از روستا است. آلوده دوست ندارم. چیزهای روستا ارزانتر از شهر است. زندگی در روستا آُان تر از شهر است. زندگی در شهر سختتر از روستا است. چون چیزهای شهر خیلی گران است. مردم روستا بهتر از شهر هستند. رانندهای نندگی در شهر خیلی بد است. در چین من زندگی در روستا در روستا زندگی بودم میکردم . روستا چینی روستای چین خیلی قشنگه قشنگ است. من دوست دارم در روستا زندگی کنم. چون من چین را دوست دارم. من دلیل دربست خود دارم برای این که من روستا دوست دارم.
667,امروز هوا خیلی خوب است. امروز من و پدر و مادر در ساحل بازی کردیم . ما در ساحل دریا چای میخوریم. بچه در ساحل دریا بازی می‌کند. روی فرش لیوان و بشقاب و آب و چای هست آلان من و پدر صحبت میکنیم.,امروز هوا خیلی خوب است. امروز من و پدر و مادر ساحل بازی . ما در ساحل دریا چای میخوریم. بچه در ساحل دریا بازی می‌کند. فرش ولی لیوان و بشقاب و آب و چای هست آلان من و پدر صحبت میکنیم.
668,امروز یک بچه با مادر و پدرش به پارک میروند. آنها در آنجا چای میخورند و غذا میخورند. پدرش با او صحبت می‌کند. یک بچه کوچک در ساحل با شن بازی می‌کند. او خیلی خوشحال است. یک مرد جوان دارد در رودخانه قایقسواری می‌کند. مادر و پدرش خیلی خوشحال هستند و با او در اینجا بازی میکنند. به آنها خیلی خوش میگذارد .,امروز یک بچه با مادر و پدرش به پارک میروند. آنها در ایجا چای میخورند و غذا میخورند. پدرش با او صحبت می‌کند. یک بچه کوچک در ساحل با شن بازی می‌کند. او خیلی خوشحال است. یک مرد جوان دارد در رودخانه با قایقسوار قایقسواری می‌کند. مادر و پدرش خیلی خوشحال هستند و با او در اینجا بازی میکنند. به آنها خیلی خوش گذشت میگذارد .
669,من ترجیح میدهم در روستا زندگی کنم. چرا من روستا را دوست دارم. چون فکر می‌کنم روستا خیلی قشنگ است. زندگی در روستا ساده است. مردم مهربان هستند. هوای روستا تازه است. و آسمان خیلی آبی است. زندگی در روستا خیلی خوشحالکننده است . البته زندگی در روستا درآمد زیاد ندارد . هر چیزی ارزان است. در شهر ترافیک خیلی زیاد است. راحت نیست. ماشین خیلی زیاد است. مردم روستا مهربانتر از شهر هستند . غذا و میوه گرانتر از روستا است. در روستا همه چیز ساده است . محیط خوبتر از شهر است. به زندگی در روستا خیلی عادت می‌کنم و من روستا را خیلی دوست دارم.,من ترجیح میدهم در روستا زندگی کنم. چرا من روستا را دوست دارم. چون فکر می‌کنم روستا خیلی قشنگ است. زندگی در روستا ساده است. مردم مهربان هستند. هوای روستا تازه است. و آسمان خیلی آبی است. زندگی در روستا خیلی خوشحال هستم . البته زندگی در روستا پول زیاد نیست . چیزی ارزان است. در شهر ترافیک خیلی شلوغ است. راحت نیست. ماشین خیلی زیاد است. مردم روستا مهربانتر از شهر است . غذا و میوه گرانتر از روستا است. در روستا همه چیزی ساده هستند . محیط خوبتر از شهر است. زندگی در روستا خیلی عادت می‌کنم و من روستا را خیلی دوست دارم.
670,خانوادهی علی هر جمعه به ساحل میروند. امروز جمعه است. علی با پدر و مادر و خواهرش با هم برای بازی به ساحل میرود. امروز هوا خیلی خوب است. در ساحل علی و خواهرش خوشحال هستند. چون پدر و مادر به علی قصه میگویند . خواهرش کنار آنها شن بازی می‌کند. آب دریا خیلی آبی است. آسمان هم آبی است. داخل دریا یک مرد دارد قایق سوار قایقسواری می‌کند. الان در اینجا مثل یک نقاشی هست. خیلی قشنگ هست.,خانوادهی علی هر جمعه به ساحل میروند. امروز جمعه است. علی با پدر و مادر و خواهرش با هم برای بازی به ساحل میرود. امروز هوا خیلی خوب است. در ساحل علی و خواهرش خوشحال هستند. چون پدر و مادر به علی قصه میدهند . خواهرش کنار آنها شن بازی می‌کند. آب دریا خیلی آبی است. آسمان هم آبی است. توی دریا یک مرد دارد قایق سوار می‌کند. الان در اینجا مثل یک نقاشی هست. خیلی قشنگی هست.
671,من ترجیح میدهم در شهر زندگی بکنم. چون خانوادهام در شهر بوده است. الان من و همسرم در ایران در قزوین زندگی میکنیم. قزوین هم یک شهر است. من شهر را خیلی دوست دارم. و خیلی میخواهم در شهر درس بخوانم و کار بکنم و زندگی بکنم. زندگی در شهر تفاوتهای خیلی زیادی با زندگی در روستا دارد. مثلا هوا ، ساختمان، ورزشگاه، باشگاه، بیمارستان و ترافیک ... دارد . هوای شهر آلودهتر از روستا است. ساختمان های شهر بلندتر از روستا هستند. ورزشگاه و باشگاه در شهر دارند ولی در روستا ندارند. بیمارستان شهر خیلی بزرگ تر از روستا است. در شهر ترافیک از روستا خیلی بیشتر است. مدرسه بیشتر از روستا است. زیاد کارخانه و ادارهی دولتی و شرکت و ... در شهر وجود دارند. اما در روستا وجود ندارند. ماشین شهر زیادتر از روستا است. من خیلی دوست دارم که در شهر زندگی بکنم.,من ترجیح میدهم در شهر زندگی بکنم. چون خانوادهام در شهر بوده است. الان من و همسرم در ایران در قزوین زندگی میکنیم. قزوین هم یک شهر است. من به شهر را خیلی دوست دارم. و خیلی میخواهم در شهر درس بخوانم و کار بکنم و زندگی بکنم. زندگی در شهر خیلی زیاد تفاوتهایی تفاوتهای خیلی زیادی با زندگی در روستا دارد. مثلا هوا ، ساختمان، ورزشگاه، باشگاه، بیمارستان و ترافیک ... دارد . هوای شهر آلودهتر از روستا است. ساختمان های شهر بلندتر از روستا هستند. ورزشگاه و باشگاه در شهر دارند و ولی در روستا ندارند. بیمارستان شهر خیلی بزرگ تر از روستا است. در شهر خیلی ترافیک از روستا ترافیک از روستا خیلی بیشتر است. مدرسه بیشتر از روستا است. زیاد کارخانه و ادارهی دولت دولتی و شرکت و ... در شهر وجود دارند. اما در روستا وجود ندارند. ماشین شهر زیادتر از روستا است. من خیلی دوست دارم که در شهر زندگی بکنم.
672,یک روز تعطیل است. هوا خوب است. پدر و مادر با بچه‌ها در پارک بازی میکنند. خواهر کوچک در کنار خانوادهی خود بازی می‌کند. پدر و مادر با برادر دربارهی برف صحبت میکنند. در برف که قفر از آب و غذا دارد. آنها خیلی خوشحال هستند. یک نفر از مردم روی آب است و همه مردم خوشحال هستند.,یک روز تعطیل است. هوا خوب است. پدر و مادر با بچه‌ها در پارک را بازی میکنند. خواهر کوچک در کنار خانوادهام خانوادهی خود بازی می‌کند. پدر و مادر با برادر روز دربارهی برف صحبت میکنند. در برف که قفر از آب و غذا دارد. آنها خیلی خوشحال هستند. یک نفر از مردم روی آب است و همه مردم خوشحال هستند.
673,در شهر مردم خیلی بیشتر هستند. شهر شلوغ است. در شهر هوا خوب نیست. من فکر می‌کنم که در ترجیح زندگی بکنم و الان در شهر زندگی می‌کنمترجیحاستترجیح/ روستا زندگی می‌کنم.,در شهر مردم خیلی بیشتر هستند. در ترجیح مردم بیشتر نیست. در شهر شلوغ است. در ترجیح شلوغ نیست. در شهر هوا خوب نیست. در ترجیح هوا خوب است. من فکر می‌کنم که در ترجیح زندگی می‌کنم بکنم و الان در شهر زندگی می‌کنمچون در ترجیح روستا هوا خوب است مردم بیشتر نیست است در شهر راه خوب است. احتمال دارد خیلی زیادی چیه میخرد. ولی فقط یک من میخواهم در شهر زندگی می‌کنم. من در شهر زندگی می‌کنم هم در ترجیح/ روستا زندگی می‌کنم.
674,امروز هوا خیلی خوب است. پدر و مادر و پسر و دختر با هم کنار دریاچه هستند . دریاچهی آب خیلی آبی و تمیز است. یک مرد با قایق میرود.,امروز هوا خیلی خوب است. پدر و مادر و پسر و دختر با هم کنار دریاچه است . دریاچهی آب خیلی آبی و تمیز است. یک مرد با قایق میرود.
675,پدر و مادر و پسر با هم روی فرش نشستند . آنها با هم صحبت میکنند. مادر دارد چای میخورد. پدر گفت بچه الان چایی گرم است ده دقیقه دیگر بخوری. پسر گفت من دوست دارم چایی گرم بخورم . پدر گفت: خیلی خوب است. دختر کنار پسر بازی می‌کند. امروز پدر و مادر و پسر و دختر خیلی خوشحال هستند .,پدر و مادر و پسر با هم توی فرش بنویسند . آنها با هم صحبت میکنند. مادر دارد چای میخورد. پدر گفت بچه الان چایی گرم ده دقیقه دیگه بخوری. پسر گفت من دوست دارم چایی گرم میخورم . پدر گفت: خیلی خوب است. دختر کنار پسر بازی می‌کند. امروز پدر و مادر و پسر و دختر خیلی خوشحال است .
676,من زیبا هستم من با همسرم در ایران زندگی میکنیم. من و همسرم استخیلی زبان فارسی را دوست داریم . من با همسرم به ایران آمدهایم. ایران خیلی خوب است. ما فقط به تهران سفر کردیم. تهران خیلی خوب است. ماشین خیلی زیاد است. تهران خیلی بزرگ است. ما در پارک قدم میزنیم . الان هوا خیلی سرد است. پارک شلوغ نیست. مردم خیلی کم هستند . هوای پارک خیلی خوب است. ما در پارک دو ساعت ماندیم. بعد ما با هم به بازار میرویم. پارک تا بازار خیلی دور است. با ماشین یک ساعت است. بازار خیلی بزرگ است. لباسها شلوارها خیلی زیبا است. بازار خیلی شلوغ است. مردم خیلی زیاد هستند ما لباس خردم خریدیم کفش خردم خریدیم . ما در تهران خیلی خوشحال هستیم,من زیبا هستم من با همسرم در ایران زندگی میکنیم. من و همسرم خیلی دوست داریم. زبان فارسی است خیلی زبان فارسی را دوست داریم . من با همسرم به ایران آمدهایم. ایران خیلی خوب است. ما فقط به تهران سفر کردیم. تهران خیلی خوب است. ماشین خیلی زیاد است. تهران خیلی بزورگ بزرگ است. ما در پارک قدم میرویم میزنیم . الان هوا خیلی سرد است. پارک شلوغ نیست. مردم خیلی کم است هستند . پارک هوا هوای پارک خیلی خوب است. ما در پارک دو ساعت ماندیم. بعد ما با هم به بازار میرویم. پارک تا بازار خیلی دور است. با ماشین یک ساعت است. بازار خیلی بزرگ است. لباسها شلوارها خیلی زیبا است. بازار خیلی شلوغ است. مردم خیلی زیاد هستند ما لباس خردم خریدیم کفش خردم خریدیم . ما در تهران خیلی خوشحال است هستیم
